,label-coarse,label-fine,text
1655,0,0,How would someone go about becoming an organ donor ?
1656,4,8,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''"
1657,3,4,What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?
1658,4,13,How many URL extensions are there ? and what are they ?
1659,4,27,How long after intercourse does it take to find out if you are pregnant ?
1660,2,3,What does U.S.S.R. stand for ?
1661,3,4,"Who created the Fantastic Four , Hulk , and Thor ?"
1662,1,23,What is a fear of gravity ?
1663,3,4,Who is the composer of `` Canon in D Major '' ?
1664,0,12,What did n't Rocky Marciano do in his pro boxing career ?
1665,5,14,Where are all European and American eels born ?
1666,3,4,Who was the author of the novel `` Far From the Madding Crowd '' ?
1667,0,7,What is the definition of ` graphic details ' ?
1668,1,26,What was `` America 's recessed-filter cigarette '' ?
1669,1,2,What kind of dog is Scooby Doo ?
1670,0,9,What is the function of the appendix ?
1671,3,4,What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?
1672,1,14,Which sex is twice as likely to contract leprosy ?
1673,5,21,What was the first town to be chartered in Vermont ?
1674,5,11,What state has the longest Great Lakes shoreline ?
1675,5,11,What U.S. state ends with a G ?
1676,4,13,How many varieties of twins are there ?
1677,0,7,What is a Cartesian Diver ?
1678,5,14,What are the largest libraries in the US ?
1679,4,13,How many people live in the Falklands ?
1680,3,4,Who was Camp David named for ?
1681,1,1,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?
1682,3,4,Who portrayed `` the man without a face '' in the movie of the same name ?
1683,0,12,What happened in dogtown in 1899 to make that year remembered ?
1684,1,14,What wheel did Blaise Pascal invent in a search for perpetual motion ?
1685,4,25,How much money was the minimum wage in 1991 ?
1686,4,8,In what year was the first patent for the pull-tab opener on cans obtained ?
1687,5,18,What country boasts the most dams ?
1688,4,25,What is the regular price ?
1689,5,14,What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?
1690,5,14,Where can one find Mozambique ?
1691,0,0,How do you recognize anorexia ?
1692,1,1,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?
1693,5,21,In what city is the US Declaration of Independence located ?
1694,0,7,What is the largest variety of cactus ?
1695,3,4,Who won the first World Series ?
1696,1,1,What did Aaron Hass write ?
1697,3,12,Who is Samuel Pickering ?
1698,3,5,What was the business of the animated Sky Hawks ?
1699,3,4,Who was credited with saying : `` I never met a man I did n't like '' ?
1700,1,14,"What overalls are named for Dungri , a suburb of Bombay ?"
1701,0,9,Why do rooftops give off steam after a big rainstorm ?
1702,5,18,What nationality was Jackson Pollock ?
1703,4,13,How much of the earth 's surface is permanently frozen ?
1704,1,14,What is the connection between New Krypton and Daxam ?
1705,4,8,When was Queen Victoria born ?
1706,4,13,How many people were executed for Abraham Lincoln 's assassination ?
1707,0,12,What must a Las Vegas blackjack dealer do when he reaches 16 ?
1708,5,14,What is worth seeing in Reims ?
1709,1,14,What type of performer is Ileana Cotrubas ?
1710,4,8,When was Yemen reunified ?
1711,1,17,What line of candy products included Super Skrunch and Peanut Butter Oompas ?
1712,0,9,Why did the Anglican church split from the Vatican ?
1713,3,5,What organization has a Security Council ?
1714,0,0,How would I find the price of different organs that have been donated ?
1715,3,4,What Mexican leader was shot dead in 1923 ?
1716,2,3,What does NECROSIS mean ?
1717,0,7,What is magnetar ?
1718,1,10,"What feud ended with a marriage in Kentucky on March 21 , 1891 ?"
1719,1,19,What color is the stripe along each side of a Coho salmon ?
1720,4,25,What is the federal minimum wage ?
1721,1,20,Mississippi is nicknamed what ?
1722,4,14,What are the unemployment statistics for the years 1965 and 1990 ?
1723,5,14,Where is Santa Lucia ?
1724,3,4,What female painter produced primitives of rural New England life ?
1725,3,4,What are names of two old men who appear in the serial tv Muppets Show ?
1726,1,10,What war saw battles at Parrot 's Beak and Black Virgin ?
1727,0,12,What should you yell to hail a taxi in Madrid ?
1728,4,14,What is the horsepower of the shuttle boosters ?
1729,4,8,What year did Apartheid start ?
1730,3,4,Who created Big Ben ?
1731,5,21,What city is found in the city of OZ ?
1732,0,12,What ever happened to the once popular Yale Lock Company ?
1733,3,5,Name the Marvel team loosely based on DC 's Justice League of America ?
1734,1,14,What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?
1735,5,11,"What populous state covers 49 , 576 square miles ?"
1736,3,5,What college football team did Knute Rockne build into a power ?
1737,5,11,In what state was there an 11 million gallon oil spill ?
1738,4,8,"When did Aldous Huxley write , `` Brave New World '' ?"
1739,5,18,What country did the ancient Romans refer to as Hibernia ?
1740,3,5,In what high-risk business venture did Jimmy the Greek bet and lose ?
1741,1,17,What do chefs call The Master Spice ?
1742,2,34,What is the abbreviation of General Motors ?
1743,0,7,What is a Devo hat ?
1744,4,27,How long was the longest hiccup attack ?
1745,1,14,What kind of weapons were used in Medieval warfare ?
1746,4,13,How many people live in Tokyo ?
1747,3,4,What fruit-topped actress was known as The Brazilian Bombshell ?
1748,1,2,What are birds descendents of ?
1749,3,5,"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?"
1750,1,1,Which Kevin Costner movie involves the Sioux Indians ?
1751,3,4,Who played the title role in My Favorite Martian ?
1752,0,0,How does a scientific calculator work ?
1753,1,23,What is a fear of fur ?
1754,3,4,Who invented the game Scrabble ?
1755,1,14,What part of their attire were `` pothooks '' to cowboys of the Old West ?
1756,4,8,When did humans first begin to write history seriously ?
1757,0,9,Why do we have to go to school ?
1758,0,7,What is Toulmin logic ?
1759,1,14,A corgi is a kind of what ?
1760,5,21,What city in the U.S. experienced the most growth recently ?
1761,0,7,What is a dangling participle ?
1762,5,14,What Tokyo street glitters with famed department stores and nightclubs ?
1763,4,27,What was the average life expectancy during the Stone Age ?
1764,3,4,"When Mighty Mouse was conceived , what was his original name ?"
1765,0,12,What is the origin of the peace symbol ?
1766,3,5,What group starred in the movie Rock Around the Clock ?
1767,4,13,How many U.S. presidents were assassinated during Queen Victoria 's reign ?
1768,4,8,When was the first flush toilet invented ?
1769,3,4,What is Nathan Hamill 's role in the new Star Wars prequel ?
1770,4,13,How many disks does each player have in a four-handed game of Crokinole ?
1771,4,27,How old is the sun ?
1772,4,38,What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?
1773,0,0,"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?"
1774,0,0,How do I write to my Congressman ?
1775,4,13,How many years ago did Led Zeppelin release its last album ?
1776,1,20,What is the term for a group of geese ?
1777,4,13,How many people was Randy Craft convicted of killing ?
1778,1,10,What was the name of the famous battle between Texas and Mexico ?
1779,5,18,What country are you in if you woo in the Wu dialect ?
1780,1,20,What do you call a Poker hand with five cards of the same suit ?
1781,3,4,What New York Yankee was known as The Iron Horse ?
1782,3,4,Who is considered The First Lady of the American Stage ?
1783,3,4,Who penned : `` Neither a borrower nor a lender be '' ?
1784,0,7,What is moxie ?
1785,1,1,What was the first Sam Spade novel ?
1786,1,1,What song did Patti Page set people dancing to in 1950 ?
1787,3,4,Who headed Hitler 's infamous Gestapo ?
1788,5,21,What South American city features the exclusive Copacabana Beach and Ipanema ?
1789,5,21,What German city do Italians call The Monaco of Bavaria ?
1790,5,14,"What island group contains Jersey , Guernsey , Sark and Herm ?"
1791,1,23,What is a fear of strong light ?
1792,3,4,What is a person called that likes fire ?
1793,5,14,"Where was helium first discovered , hence its name ?"
1794,1,31,What is the best way to overcome a fear ?
1795,3,5,Name a South African diamond producer ?
1796,3,4,Who made the musical plea Be True to Your School ?
1797,3,4,What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?
1798,4,8,What season is the setting for Shakespeare 's Midsummer Night 's Dream ?
1799,3,5,Name a band which was famous in the 1960 's .
1800,3,4,What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?
1801,5,18,What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?
1802,3,4,What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?
1803,4,25,What is the current ticket fare from from Cairo to Barbados ?
1804,5,24,What is the second highest mountain peak in the world ?
1805,3,4,What Good Little Witch is Casper 's girlfriend ?
1806,1,1,In which Tennessee Williams play is one of the characters killed and devoured by a mob of starving children ?
1807,3,4,"What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?"
1808,1,10,What war did the Potsdam Conference follow ?
1809,1,23,What 's the most common non-contagious disease in the world ?
1810,4,8,"What month , date , and year did Charles I die ?"
1811,4,13,How many cubic feet of space does a gallon of water occupy ?
1812,0,7,What is the hair style called that new military recruits receive ?
1813,5,14,What 's the world 's largest cathedral ?
1814,0,12,What effects do nitrates have on the environment ?
1815,0,7,What is Nitrox diving ?
1816,5,18,What three European countries begin with the letter A ?
1817,0,12,What happened in the Long March ?
1818,1,10,What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?
1819,0,0,How can I find online spelling ?
1820,4,13,How many earthworms are in a single pasture ?
1821,3,4,Who made Stonehenge ?
1822,4,14,What is the average hourly rate of American workers ?
1823,1,29,What sport features snatches and clean jerks ?
1824,3,4,Who 's the founder and editor of The National Review ?
1825,4,8,In what year did they build the Berlin Wall ?
1826,3,4,Who was the first governor of West Virginia ?
1827,5,14,What 's the world 's longest suspension bridge ?
1828,5,21,What Asian city boasts the world 's biggest bowling alley ?
1829,4,8,When will Jean Aeul publish her next book ?
1830,3,4,"What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?"
1831,1,17,"When it 's time to relax , what one beer stands clear ?"
1832,3,5,What culture developed the idea of potlatch ?
1833,3,5,What baseball team became the Minnesota Twins ?
1834,1,33,What kind of guitar did Jimi Hendrix play ?
1835,5,21,What were the first three cities to have a population of more than a million ?
1836,5,14,What constellation contains the twins Castor and Pollux ?
1837,4,13,How many meters are in a mile ?
1838,0,7,What is a gas release event ?
1839,1,1,What James Michener book is subtitled Spanish Travels and Reflections ?
1840,5,14,What famed London criminal court was once a feudal castle ?
1841,4,13,How many milligrams are in a gram ?
1842,1,14,What stringed weapon fires a bolt ?
1843,5,14,Where did he get the title ?
1844,5,14,Where can I find a large list of 5 to 6 letter words ?
1845,3,4,What is Michael Jackson 's middle name ?
1846,3,4,Who was the first woman to fly solo across the Atlantic ?
1847,4,27,How long is human gestation ?
1848,0,7,What does `` Semper Fidelis '' mean ?
1849,1,26,What kind of suit did true hepcats wear in 1942 ?
1850,5,14,Where does Mother Angelica live ?
1851,0,0,How can I find out my Moon sign ?
1852,0,9,Why does a candle need a wick ?
1853,1,33,Musician Ray Charles plays what instrument ?
1854,0,12,What were the three prophecies the witches make to Macbeth ?
1855,4,14,What 's the population of Mississippi ?
1856,3,4,Who started the Dominos Pizza chain ?
1857,1,1,In what film did Steven Spielberg 's dog star as the main character 's dog ?
1858,1,23,What are all the different kinds of contraceptives ?
1859,4,27,How old is Jeremy Piven ?
1860,0,12,What is the history of yo-yos ?
1861,3,4,Which NBA players had jersey number 0 ?
1862,3,5,What chocolate company gives you a one-pound kiss ?
