id,name,description
face-transfer,Face Transfer,"**Face Transfer** is a method for mapping face performances of one individual to facial animations of another one. It uses facial expressions and head poses from the video of a source actor to generate a video of a target character. Face Transfer is a special case of image-to-image translation tasks.


<span class=""description-source"">Source: [Face Transfer with Generative Adversarial Network ](https://arxiv.org/abs/1710.06090)</span>"
face-verification,Face Verification,"**Face Verification** is a machine learning task in computer vision that involves determining whether two facial images belong to the same person or not. The task involves extracting features from the facial images, such as the shape and texture of the face, and then using these features to compare and verify the similarity between the images.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Pose-Robust Face Recognition via Deep Residual Equivariant Mapping](https://arxiv.org/pdf/1803.00839v1.pdf) )</span>"
facial-action-unit-detection,Facial Action Unit Detection,"Facial action unit detection is the task of detecting action units from a video of a face - for example, lip tightening and cheek raising.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Self-supervised Representation Learning from Videos for Facial Action Unit Detection](http://openaccess.thecvf.com/content_CVPR_2019/papers/Li_Self-Supervised_Representation_Learning_From_Videos_for_Facial_Action_Unit_Detection_CVPR_2019_paper.pdf) )</span>"
facial-attribute-classification,Facial Attribute Classification,"Facial attribute classification is the task of classifying various attributes of a facial image - e.g. whether someone has a beard, is wearing a hat, and so on.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Multi-task Learning of Cascaded CNN for Facial Attribute Classification
](https://arxiv.org/pdf/1805.01290v1.pdf) )</span>"
facial-beauty-prediction,Facial Beauty Prediction,"Facial beauty prediction is the task of predicting the attractiveness of a face.

<span style=""color:grey; opacity: 0.6"">( Image credit: [SCUT-FBP5500: A Diverse Benchmark Dataset for Multi-Paradigm Facial Beauty Prediction](https://github.com/HCIILAB/SCUT-FBP5500-Database-Release) )</span>"
facial-editing,Facial Editing,Image source: [Stitch it in Time: GAN-Based Facial Editing of Real Videos](https://arxiv.org/pdf/2201.08361v2.pdf)
facial-emotion-recognition,Facial Emotion Recognition,Emotion Recognition from facial images
facial-expression-generation,Facial expression generation,
facial-expression-recognition-1,Facial Expression Recognition,
facial-expression-recognition,Facial Expression Recognition (FER),"**Facial Expression Recognition (FER)** is a computer vision task aimed at identifying and categorizing emotional expressions depicted on a human face. The goal is to automate the process of determining emotions in real-time, by analyzing the various features of a face such as eyebrows, eyes, mouth, and other features, and mapping them to a set of emotions such as anger, fear, surprise, sadness and happiness.

<span style=""color:grey; opacity: 0.6"">( Image credit: [DeXpression](https://arxiv.org/pdf/1509.05371v2.pdf) )</span>"
facial-expression-translation,Facial Expression Translation,
facial-inpainting,Facial Inpainting,"Facial inpainting (or face completion) is the task of generating plausible facial structures for missing pixels in a face image.

<span style=""color:grey; opacity: 0.6"">( Image credit: [SymmFCNet](https://github.com/csxmli2016/SymmFCNet) )</span>"
facial-landmark-detection,Facial Landmark Detection,"**Facial Landmark Detection** is a computer vision task that involves detecting and localizing specific points or landmarks on a face, such as the eyes, nose, mouth, and chin. The goal is to accurately identify these landmarks in images or videos of faces in real-time and use them for various applications, such as face recognition, facial expression analysis, and head pose estimation.

<span style=""color:grey; opacity: 0.6"">( Image credit: [Style Aggregated Network for Facial Landmark Detection](https://arxiv.org/pdf/1803.04108v4.pdf) )</span>"
facial-makeup-transfer,Facial Makeup Transfer,Facial makeup transfer aims to translate the **makeup style** from a given *reference* makeup face image to another non-makeup one while *preserving face identity*.
facial-recognition-and-modelling,Facial Recognition and Modelling,Facial tasks in machine learning operate based on images or video frames (or other datasets) focussed on human faces.
facies-classification,Facies Classification,
fact-based-text-editing,Fact-based Text Editing,"Fact-based Text Editing aims to revise a given document to better describe the facts in a knowledge base (e.g., several triples)."
fact-checking,Fact Checking,
fact-claiming-comment-classification,Fact-Claiming Comment Classification,
fact-selection,Fact Selection,A task where an agent should select at most two sentences from the paper as argumentative facts.
factual-probe,Factual probe,
factual-visual-question-answering,Factual Visual Question Answering,
fact-verification,Fact Verification,"Fact verification, also called ""fact checking"", is a process of verifying facts in natural text against a database of facts."
fad,FAD,
fad-curve-analysis,FAD Curve Analysis,Feature Attribution Dropping (FAD) curve analysis is a performance plot and evaluation metric for feature attribution methods: FAD curve and its Normalized Area Under the Curve (N-AUC).
fairness,Fairness,
faithfulness-critic,Faithfulness Critic,
fake-image-attribution,Fake Image Attribution,Attribute the origin (model/architecture) of fake images.
fake-image-detection,Fake Image Detection,"<span style=""color:grey; opacity: 0.6"">( Image credit: [FaceForensics++](https://github.com/ondyari/FaceForensics) )</span>"
fake-news-detection,Fake News Detection,"**Fake News Detection** is a natural language processing task that involves identifying and classifying news articles or other types of text as real or fake. The goal of fake news detection is to develop algorithms that can automatically identify and flag fake news articles, which can be used to combat misinformation and promote the dissemination of accurate information."
fake-voice-detection,fake voice detection,
fantasy-reasoning,Fantasy Reasoning,
fashion-compatibility-learning,Fashion Compatibility Learning,
fashion-synthesis,Fashion Synthesis,
fashion-understanding,Fashion Understanding,
fast-vehicle-detection,Fast Vehicle Detection,Fast vehicle detection is the task of detecting fast or speeding vehicles from video footage.
fault-detection,Fault Detection,
fault-localization,Fault localization,
fawf,fawf,
feature-compression,Feature Compression,"Compress data for machine interpretability to perform downstream tasks, rather than for human perception."
feature-engineering,Feature Engineering,"Feature engineering is the process of taking a dataset and constructing explanatory variables — features — that can be used to train a machine learning model for a prediction problem. Often, data is spread across multiple tables and must be gathered into a single table with rows containing the observations and features in the columns.

The traditional approach to feature engineering is to build features one at a time using domain knowledge, a tedious, time-consuming, and error-prone process known as manual feature engineering. The code for manual feature engineering is problem-dependent and must be re-written for each new dataset."
feature-importance,Feature Importance,
feature-selection,feature selection,
federated-learning,Federated Learning,"**Federated Learning** is a machine learning approach that allows multiple devices or entities to collaboratively train a shared model without exchanging their data with each other. Instead of sending data to a central server for training, the model is trained locally on each device, and only the model updates are sent to the central server, where they are aggregated to improve the shared model. 

This approach allows for privacy-preserving machine learning, as each device keeps its data locally and only shares the information needed to improve the model."
